,user_id,login_time,login_place,省,市
5868,用户204,2018-10-25 22:31:47,中国山东,山东,
5882,用户205,2018-10-25 20:10:19,中国山东淄博,山东,淄博
5888,用户205,2019-07-10 19:30:28,中国北京,北京,
5889,用户205,2019-08-04 19:53:47,中国广东佛山,广东,佛山
5890,用户205,2019-09-06 19:52:11,中国山东,山东,
5891,用户206,2018-10-25 20:11:20,中国广西柳州,广西,柳州
5899,用户207,2018-10-25 20:18:19,中国广西柳州,广西,柳州
5900,用户208,2018-10-25 20:18:19,中国广东广州,广东,广州
5914,用户209,2018-10-25 20:27:18,中国贵州黔南布依族苗族自治州,贵州,黔南布依族苗族自治州
5916,用户209,2018-10-28 09:45:55,中国贵州,贵州,
5919,用户210,2018-10-25 20:30:04,中国江苏南京,江苏,南京
5922,用户211,2018-10-25 20:37:00,中国广东深圳,广东,深圳
5923,用户212,2018-10-25 20:39:03,中国广东广州,广东,广州
5926,用户213,2018-10-25 20:41:04,中国重庆,重庆,
5927,用户215,2018-10-25 20:47:27,中国陕西渭南,陕西,渭南
5928,用户216,2018-10-25 20:50:29,中国浙江,浙江,
5939,用户216,2018-11-05 21:07:02,中国浙江金华,浙江,金华
5947,用户217,2018-10-25 20:52:34,中国浙江金华,浙江,金华
5960,用户218,2018-10-25 20:52:54,中国四川南充,四川,南充
5963,用户219,2018-10-25 21:01:32,中国天津,天津,
5964,用户220,2018-10-25 21:03:05,中国重庆,重庆,
6143,用户221,2018-10-25 21:10:03,中国湖南,湖南,
6150,用户221,2018-10-31 09:22:44,中国广东深圳,广东,深圳
6156,用户222,2018-10-25 21:13:18,中国河北,河北,
6157,用户223,2018-10-25 21:13:15,中国天津,天津,
6163,用户224,2018-10-25 21:13:55,中国浙江,浙江,
6164,用户224,2018-10-27 14:56:49,中国上海,上海,
6166,用户225,2018-10-25 21:15:07,中国广东广州,广东,广州
6168,用户226,2018-10-25 21:22:57,中国广东广州,广东,广州
6172,用户227,2018-10-25 21:24:23,中国广东江门,广东,江门
6184,用户227,2018-11-19 17:03:14,中国四川,四川,
6186,用户227,2018-11-19 20:39:00,中国北京,北京,
6187,用户227,2018-11-20 08:15:59,中国广东深圳,广东,深圳
6189,用户227,2018-11-20 20:39:06,中国广东广州,广东,广州
6191,用户228,2018-10-25 21:24:47,中国湖北武汉,湖北,武汉
6196,用户229,2018-10-25 21:28:13,中国黑龙江哈尔滨,黑龙江,哈尔滨
6197,用户230,2018-10-25 21:33:21,中国河北秦皇岛,河北,秦皇岛
6198,用户231,2018-10-25 21:33:15,中国天津,天津,
6204,用户232,2018-10-25 21:38:27,中国湖北武汉,湖北,武汉
6205,用户232,2018-11-10 23:04:07,中国湖北,湖北,
6206,用户233,2018-10-25 21:48:47,中国安徽芜湖,安徽,芜湖
6225,用户234,2018-10-25 21:51:38,中国河北廊坊,河北,廊坊
6226,用户235,2018-10-25 21:51:45,中国辽宁沈阳,辽宁,沈阳
6227,用户236,2018-10-25 21:56:14,中国广东珠海,广东,珠海
6228,用户237,2018-10-25 22:01:19,中国江苏,江苏,
6230,用户237,2018-10-26 22:28:36,中国上海,上海,
6231,用户237,2018-10-27 08:00:51,中国江苏南京,江苏,南京
6245,用户238,2018-10-25 21:59:42,中国上海,上海,
6246,用户239,2018-10-25 22:26:34,中国湖北武汉,湖北,武汉
6252,用户239,2018-11-08 12:56:59,中国河北石家庄,河北,石家庄
6257,用户239,2018-12-15 21:49:01,中国湖北,湖北,
6259,用户240,2018-10-25 22:02:21,中国广东,广东,
6260,用户241,2018-10-25 22:05:20,中国河北,河北,
6261,用户242,2018-10-25 22:08:18,中国广东深圳,广东,深圳
6262,用户242,2018-10-26 21:42:33,中国广东潮州,广东,潮州
6273,用户242,2019-09-30 10:11:30,中国广东广州,广东,广州
6277,用户242,2019-10-01 11:26:34,中国广东,广东,
6322,用户243,2018-10-25 22:09:25,中国河北,河北,
6323,用户244,2018-10-25 22:15:40,中国广东广州,广东,广州
6339,用户245,2018-10-25 22:19:17,中国上海,上海,
6344,用户245,2019-04-22 20:24:24,中国福建厦门,福建,厦门
6350,用户245,2019-05-15 01:40:34,中国福建,福建,
6354,用户246,2018-10-25 22:27:17,中国福建福州,福建,福州
6356,用户247,2018-10-25 22:31:24,中国河北秦皇岛,河北,秦皇岛
6357,用户248,2018-10-25 22:36:16,中国山东淄博,山东,淄博
6358,用户249,2018-10-25 22:49:37,中国广东深圳,广东,深圳
6372,用户250,2018-10-25 22:54:46,中国河北秦皇岛,河北,秦皇岛
6373,用户251,2018-10-25 22:57:16,中国广东惠州,广东,惠州
6522,用户252,2018-10-25 23:04:55,中国广东潮州,广东,潮州
6523,用户252,2018-10-26 22:53:39,中国广东汕头,广东,汕头
6525,用户252,2018-11-05 08:43:05,中国广东,广东,
6529,用户253,2018-10-25 23:06:31,中国浙江杭州,浙江,杭州
6530,用户254,2018-10-25 23:07:24,中国天津,天津,
6531,用户255,2018-10-25 23:16:06,中国广东广州,广东,广州
6533,用户256,2018-10-25 23:32:36,中国辽宁,辽宁,
6534,用户257,2018-10-25 23:32:37,中国辽宁沈阳,辽宁,沈阳
6535,用户258,2018-10-25 23:43:09,中国广西南宁,广西,南宁
6544,用户259,2018-10-25 23:46:26,中国天津,天津,
6545,用户260,2018-10-26 00:44:49,中国辽宁,辽宁,
6546,用户261,2018-10-26 01:10:18,中国广东佛山,广东,佛山
6554,用户261,2019-04-17 16:23:02,中国广东,广东,
6555,用户261,2020-04-30 21:46:31,中国广东清远,广东,清远
6556,用户262,2018-10-26 06:52:22,中国湖南衡阳,湖南,衡阳
6560,用户263,2018-10-26 06:53:44,中国河北,河北,
6561,用户263,2018-10-26 13:14:39,中国河北承德,河北,承德
6562,用户263,2018-11-06 15:49:41,中国天津,天津,
6571,用户264,2018-10-26 07:19:27,中国广东深圳,广东,深圳
6572,用户264,2018-10-27 00:37:01,中国广东广州,广东,广州
6576,用户264,2019-02-01 22:06:52,中国广东茂名,广东,茂名
6580,用户264,2020-01-17 17:26:13,中国广东,广东,
6641,用户264,2020-05-09 17:46:39,中国香港,香港,
6659,用户265,2018-10-26 07:46:22,中国广东潮州,广东,潮州
6663,用户265,2018-11-08 14:03:06,中国广东深圳,广东,深圳
6668,用户265,2019-09-30 10:47:53,中国广东广州,广东,广州
6671,用户265,2020-05-01 09:43:46,中国广东汕头,广东,汕头
6672,用户266,2018-10-26 07:50:42,中国河北,河北,
6673,用户266,2018-10-26 08:18:27,中国上海,上海,
6675,用户267,2018-10-26 07:56:59,中国广东惠州,广东,惠州
6676,用户267,2018-10-26 09:49:59,中国广东深圳,广东,深圳
6680,用户267,2019-10-04 11:16:10,中国广东,广东,
6692,用户268,2018-10-26 07:57:36,中国辽宁沈阳,辽宁,沈阳
6693,用户269,2018-10-26 08:02:18,中国浙江金华,浙江,金华
6697,用户270,2018-10-26 08:34:32,中国河南开封,河南,开封
6698,用户271,2018-10-26 08:59:49,中国广东潮州,广东,潮州
6755,用户272,2018-10-26 09:02:39,中国北京,北京,
6756,用户272,2018-11-05 15:51:21,中国广东广州,广东,广州
6757,用户273,2018-10-26 09:07:37,中国上海,上海,
6766,用户274,2018-10-26 09:29:10,中国广东广州,广东,广州
6775,用户275,2018-10-26 09:31:55,中国广东,广东,
6781,用户275,2018-11-02 08:49:03,中国广东汕头,广东,汕头
6782,用户275,2018-11-03 20:07:44,中国广东东莞,广东,东莞
6794,用户275,2018-11-08 14:31:20,中国广东深圳,广东,深圳
6797,用户275,2018-11-15 13:44:52,中国广东潮州,广东,潮州
6799,用户275,2019-09-19 00:06:56,中国广东广州,广东,广州
6819,用户276,2018-10-26 09:36:27,中国浙江,浙江,
6820,用户276,2018-10-26 19:03:37,中国浙江金华,浙江,金华
6826,用户277,2018-10-26 09:41:56,中国天津,天津,
6828,用户277,2018-11-23 10:30:11,中国黑龙江哈尔滨,黑龙江,哈尔滨
6830,用户278,2018-10-26 09:44:53,中国广东深圳,广东,深圳
6831,用户278,2018-10-26 11:12:34,中国广东潮州,广东,潮州
6838,用户278,2018-11-01 18:51:00,中国广东汕头,广东,汕头
6839,用户278,2018-11-08 19:12:58,中国广东,广东,
6881,用户279,2018-10-26 09:52:41,中国上海,上海,
6883,用户279,2018-10-30 14:20:51,中国浙江杭州,浙江,杭州
6892,用户279,2018-11-11 09:27:08,中国浙江,浙江,
6894,用户280,2018-10-26 09:55:31,中国天津,天津,
6895,用户281,2018-10-26 09:57:53,中国河南,河南,
6896,用户282,2018-10-26 10:03:55,中国广东广州,广东,广州
6900,用户282,2018-10-30 15:46:52,中国广东,广东,
6905,用户283,2018-10-26 10:03:57,中国广东广州,广东,广州
6933,用户284,2018-10-26 10:06:00,中国广东广州,广东,广州
6941,用户284,2018-10-30 15:01:37,中国广东,广东,
6976,用户285,2018-10-26 10:14:16,中国广东肇庆,广东,肇庆
6982,用户286,2018-10-26 10:15:44,中国辽宁沈阳,辽宁,沈阳
6984,用户287,2018-10-26 10:29:24,中国上海,上海,
6986,用户288,2018-10-26 10:31:53,中国湖北,湖北,
6987,用户289,2018-10-26 10:46:40,中国湖北,湖北,
6988,用户289,2018-10-26 15:43:02,中国湖北武汉,湖北,武汉
6989,用户290,2018-10-26 11:01:13,中国河北秦皇岛,河北,秦皇岛
6990,用户291,2018-10-26 11:04:52,中国北京,北京,
6992,用户292,2018-10-26 11:07:02,中国山东济南,山东,济南
6998,用户293,2018-10-26 11:13:58,中国山东,山东,
6999,用户293,2018-10-28 17:03:15,中国山东济宁,山东,济宁
7009,用户294,2018-10-26 11:19:58,中国湖北武汉,湖北,武汉
7012,用户294,2018-11-02 13:45:08,中国湖北,湖北,
7014,用户295,2018-10-26 11:38:08,中国广东深圳,广东,深圳
7015,用户296,2018-10-26 11:55:02,中国重庆,重庆,
7049,用户296,2019-08-10 10:00:39,中国广东广州,广东,广州
7227,用户297,2018-10-26 11:59:32,中国湖北武汉,湖北,武汉
7230,用户298,2018-10-26 12:08:17,中国湖南,湖南,
7231,用户299,2018-10-26 12:23:29,中国广东广州,广东,广州
7232,用户299,2018-10-27 16:48:17,中国广东深圳,广东,深圳
7235,用户299,2019-08-05 17:12:01,中国广东韶关,广东,韶关
7240,用户300,2018-10-26 12:24:47,中国河北,河北,
7241,用户301,2018-10-26 12:31:11,中国四川,四川,
7242,用户301,2018-10-28 08:58:18,中国重庆,重庆,
7245,用户301,2018-11-03 21:30:29,中国四川成都,四川,成都
7253,用户302,2018-10-26 12:47:08,中国重庆,重庆,
7256,用户303,2018-10-26 12:48:53,中国广东广州,广东,广州
7280,用户304,2018-10-26 12:48:52,中国广东广州,广东,广州
7282,用户305,2018-10-26 13:00:41,中国福建厦门,福建,厦门
7285,用户306,2018-10-26 13:12:06,中国广东深圳,广东,深圳
7286,用户306,2019-06-24 13:10:19,中国广东江门,广东,江门
7298,用户306,2019-07-19 17:53:45,中国广西,广西,
7299,用户306,2019-07-24 18:13:39,中国云南,云南,
7300,用户306,2019-08-12 14:52:13,中国广东,广东,
7301,用户307,2018-10-26 13:28:39,中国广西柳州,广西,柳州
7306,用户307,2019-02-07 17:13:52,中国广西贺州,广西,贺州
7310,用户308,2018-10-26 13:30:12,中国广东深圳,广东,深圳
7311,用户308,2020-02-20 23:14:53,中国广东汕头,广东,汕头
7330,用户309,2018-10-26 13:36:20,中国广东,广东,
7342,用户310,2018-10-26 13:42:04,中国广西柳州,广西,柳州
7354,用户311,2018-10-26 13:42:31,中国广东广州,广东,广州
7357,用户311,2018-11-01 12:53:07,中国广东,广东,
7365,用户312,2018-10-26 13:43:28,中国广西柳州,广西,柳州
7373,用户313,2018-10-26 13:49:26,中国广东深圳,广东,深圳
7374,用户313,2018-10-26 15:50:58,中国广西柳州,广西,柳州
7384,用户314,2018-10-26 13:50:29,中国河北,河北,
7385,用户315,2018-10-26 13:59:20,中国湖南长沙,湖南,长沙
7390,用户315,2019-07-10 10:13:36,中国湖南岳阳,湖南,岳阳
7391,用户316,2018-10-26 14:08:25,中国广东广州,广东,广州
7396,用户316,2019-08-05 15:33:31,中国广东揭阳,广东,揭阳
7408,用户317,2018-10-26 14:09:18,中国广西桂林,广西,桂林
7409,用户318,2018-10-26 14:38:33,中国广东深圳,广东,深圳
7410,用户319,2018-10-26 14:53:15,中国广东深圳,广东,深圳
7412,用户320,2018-10-26 15:00:57,中国广东深圳,广东,深圳
7421,用户321,2018-10-26 15:37:33,中国河北承德,河北,承德
7426,用户321,2019-03-24 16:37:16,中国河北,河北,
7431,用户322,2018-10-26 16:00:25,中国广东汕头,广东,汕头
7434,用户322,2018-10-28 00:11:42,中国广东潮州,广东,潮州
7435,用户322,2018-10-28 07:15:13,中国广东深圳,广东,深圳
7437,用户322,2020-03-09 11:21:47,中国广东,广东,
7447,用户323,2018-10-26 16:12:58,中国广东深圳,广东,深圳
7452,用户324,2018-10-26 16:21:36,中国广东广州,广东,广州
7488,用户324,2020-06-07 12:30:26,中国广东江门,广东,江门
7491,用户325,2018-10-26 16:23:10,中国广东广州,广东,广州
7501,用户326,2018-10-26 16:30:37,中国广东广州,广东,广州
7504,用户327,2018-10-26 16:34:59,中国广东广州,广东,广州
7507,用户327,2018-10-30 21:31:40,中国广东,广东,
7521,用户328,2018-10-26 16:50:49,中国河北,河北,
7522,用户328,2018-10-27 20:06:58,中国河北秦皇岛,河北,秦皇岛
7523,用户329,2018-10-26 17:17:04,中国广西南宁,广西,南宁
7537,用户329,2018-11-01 14:33:03,中国广西,广西,
7543,用户329,2019-01-28 18:42:29,中国广西贵港,广西,贵港
7547,用户330,2018-10-26 17:21:00,中国广东广州,广东,广州
7550,用户331,2018-10-26 17:25:32,中国辽宁沈阳,辽宁,沈阳
7551,用户331,2018-10-30 12:56:22,中国辽宁,辽宁,
7573,用户332,2018-10-26 17:29:21,中国广东深圳,广东,深圳
7574,用户333,2018-10-26 17:29:58,中国浙江杭州,浙江,杭州
7575,用户333,2018-10-31 19:36:51,中国浙江,浙江,
7576,用户334,2018-10-26 17:30:34,中国重庆,重庆,
7596,用户335,2018-10-26 17:42:31,中国广东广州,广东,广州
7610,用户336,2018-10-26 18:21:58,中国广东深圳,广东,深圳
7611,用户336,2020-06-01 09:55:18,中国广东汕头,广东,汕头
7631,用户337,2018-10-26 18:35:31,中国辽宁沈阳,辽宁,沈阳
7632,用户337,2018-10-26 22:56:31,中国辽宁,辽宁,
7647,用户338,2018-10-26 18:38:40,中国河北,河北,
7649,用户338,2018-10-31 19:27:59,中国河北承德,河北,承德
7654,用户338,2020-02-20 10:38:28,中国河北衡水,河北,衡水
7659,用户339,2018-10-26 18:52:28,中国广西南宁,广西,南宁
7670,用户340,2018-10-26 19:26:14,中国河北唐山,河北,唐山
7672,用户341,2018-10-26 19:26:47,中国河北唐山,河北,唐山
7674,用户342,2018-10-26 19:31:55,中国河北唐山,河北,唐山
7676,用户343,2018-10-26 19:45:08,中国浙江金华,浙江,金华
7679,用户344,2018-10-26 19:54:58,中国河北承德,河北,承德
7680,用户345,2018-10-26 19:56:04,中国河北,河北,
7681,用户346,2018-10-26 20:02:43,中国广东深圳,广东,深圳
7683,用户346,2018-10-28 09:29:48,中国陕西渭南,陕西,渭南
7685,用户346,2018-10-30 19:56:55,中国陕西西安,陕西,西安
7694,用户346,2018-11-10 07:02:14,中国陕西,陕西,
7734,用户347,2018-10-26 20:30:29,中国福建厦门,福建,厦门
7738,用户347,2018-10-31 16:34:49,中国广东深圳,广东,深圳
7743,用户347,2018-11-08 20:02:18,中国福建,福建,
7746,用户348,2018-10-26 20:43:37,中国广东广州,广东,广州
7755,用户349,2018-10-26 20:45:19,中国广东潮州,广东,潮州
7757,用户350,2018-10-26 20:50:09,中国广东广州,广东,广州
7758,用户351,2018-10-26 21:10:10,中国江苏镇江,江苏,镇江
7766,用户352,2018-10-26 21:13:52,中国广东珠海,广东,珠海
7768,用户353,2018-10-26 21:27:15,中国河北承德,河北,承德
7777,用户353,2018-11-02 22:33:23,中国北京,北京,
7778,用户353,2018-11-04 10:19:10,中国河北,河北,
7790,用户354,2018-10-26 21:31:41,中国广东,广东,
7793,用户354,2018-11-04 10:45:45,中国广东潮州,广东,潮州
7798,用户354,2019-04-13 11:34:18,中国广东汕头,广东,汕头
7801,用户355,2018-10-26 21:41:17,中国广东惠州,广东,惠州
7807,用户355,2018-11-11 02:06:27,中国广东广州,广东,广州
7811,用户355,2019-02-16 18:52:13,中国广东汕头,广东,汕头
7813,用户356,2018-10-26 21:45:15,中国四川成都,四川,成都
7816,用户356,2018-10-27 22:51:04,中国重庆,重庆,
7818,用户357,2018-10-26 21:57:59,中国四川成都,四川,成都
7827,用户358,2018-10-26 22:01:19,中国四川成都,四川,成都
7828,用户359,2018-10-26 22:20:18,中国河北,河北,
7829,用户360,2018-10-26 22:28:52,中国广东广州,广东,广州
7832,用户361,2018-10-26 22:36:34,中国广东潮州,广东,潮州
7833,用户362,2018-10-26 22:38:08,中国山东,山东,
7836,用户362,2018-10-29 16:35:09,中国山东淄博,山东,淄博
7849,用户363,2018-10-26 22:42:56,中国广东,广东,
7850,用户363,2018-10-27 00:17:35,中国广东深圳,广东,深圳
7852,用户364,2018-10-26 22:58:14,中国广东深圳,广东,深圳
7854,用户365,2018-10-26 23:03:49,中国广东潮州,广东,潮州
7855,用户366,2018-10-26 23:04:11,中国广东深圳,广东,深圳
7856,用户367,2018-10-26 23:05:08,中国广东深圳,广东,深圳
7857,用户367,2018-11-05 19:02:38,中国广东潮州,广东,潮州
7858,用户368,2018-10-26 23:09:22,中国广东潮州,广东,潮州
7859,用户369,2018-10-26 23:25:32,中国重庆,重庆,
7866,用户370,2018-10-26 23:49:41,中国广东,广东,
7867,用户371,2018-10-27 00:02:13,中国广东潮州,广东,潮州
7876,用户372,2018-10-27 08:52:45,中国广东深圳,广东,深圳
7878,用户372,2018-10-30 15:05:11,中国广东汕头,广东,汕头
7880,用户372,2018-10-31 16:14:14,中国广东潮州,广东,潮州
7884,用户372,2018-11-05 18:13:05,中国广东,广东,
7885,用户373,2018-10-27 09:09:25,中国广东梅州,广东,梅州
7886,用户373,2018-12-06 19:05:15,中国广东汕头,广东,汕头
7898,用户373,2019-03-28 12:42:42,中国广东,广东,
7908,用户373,2019-11-19 17:30:04,中国广东深圳,广东,深圳
7916,用户374,2018-10-27 09:09:46,中国湖南长沙,湖南,长沙
7919,用户375,2018-10-27 09:12:04,中国广东深圳,广东,深圳
7920,用户376,2018-10-27 09:22:31,中国广东深圳,广东,深圳
7921,用户376,2018-10-27 10:53:07,中国广东湛江,广东,湛江
7935,用户377,2018-10-27 09:33:19,中国广东广州,广东,广州
7936,用户377,2018-11-08 23:54:57,中国天津,天津,
7958,用户378,2018-10-27 09:34:38,中国广东广州,广东,广州
7974,用户378,2020-06-02 20:41:54,中国江西九江,江西,九江
7975,用户379,2018-10-27 09:50:59,中国广东,广东,
7976,用户379,2018-10-27 14:49:23,中国广东深圳,广东,深圳
7977,用户380,2018-10-27 09:48:22,中国广西柳州,广西,柳州
7979,用户381,2018-10-27 09:50:59,中国广东广州,广东,广州
7981,用户382,2018-10-27 10:02:39,中国广东潮州,广东,潮州
7982,用户382,2018-10-27 10:30:08,中国广东汕头,广东,汕头
